ensembl_id	c1	c2	c3	c4	c5	c6	c7	c8	t1	t2	t3	t4	t5	t6	t7	t8
ENSG00000272047.1	1491	2900	1228	1529	1025	935	1745	1758	1720	2107	766	556	1565	854	736	1480
ENSG00000272049.1	1	19	31	22	11	7	16	9	38	6	1	1	21	3	9	1
ENSG00000272050.1	1	0	0	0	3	27	0	0	6	0	0	0	0	0	0	2
ENSG00000272053.1	178	21	83	0	23	15	6	26	13	16	7	31	13	61	41	12
ENSG00000272054.1	82	103	324	111	104	183	128	111	213	47	51	106	72	162	148	68
ENSG00000272055.1	5	14	10	5	1	1	5	1	3	5	2	1	5	7	3	5
ENSG00000272056.1	4	10	12	11	9	13	2	8	6	9	0	2	5	11	6	3
ENSG00000272057.1	4	4	2	2	2	3	2	14	2	2	2	2	1	1	3	0
ENSG00000272058.2	5	2	5	3	2	2	3	1	1	3	1	1	1	2	2	3
ENSG00000272068.1	26	287	102	175	1035	69	628	594	80	1191	212	48	47	375	333	341
ENSG00000272070.1	9	4	61	29	80	97	110	82	21	19	79	27	123	43	23	10
ENSG00000272071.1	0	34	26	1	4	1	61	1	6	0	0	7	4	4	2	1
ENSG00000272072.1	54	3	83	30	38	109	88	80	48	14	27	135	28	39	120	65
ENSG00000272075.2	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0
ENSG00000272076.1	8	4	24	5	9	24	5	15	10	9	5	12	1	8	12	11
ENSG00000272077.1	105	99	80	52	129	234	52	65	126	100	94	107	70	190	142	141
ENSG00000272078.1	58	96	141	130	75	118	407	275	85	56	76	281	97	172	96	172
ENSG00000272079.2	17	20	5	22	37	232	54	68	97	1	26	59	20	428	16	82
ENSG00000272081.1	15	7	19	16	18	17	29	11	38	33	19	7	16	19	22	4
ENSG00000272084.1	48	40	54	24	50	75	79	22	54	24	20	84	24	79	62	47
ENSG00000272085.1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272086.1	55	92	57	132	54	42	60	80	102	71	45	30	85	161	106	113
ENSG00000272087.1	52	63	132	64	44	94	161	130	159	26	42	84	83	144	141	55
ENSG00000272088.1	8	19	41	18	52	92	21	3	16	20	0	94	52	19	35	27
ENSG00000272092.1	24	129	141	49	8	27	23	47	35	76	141	23	23	40	25	37
ENSG00000272094.1	1	1	3	1	1	3	0	2	1	2	0	5	1	10	3	0
ENSG00000272096.2	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000272097.1	20	34	14	17	20	9	6	36	43	48	14	19	21	29	11	20
ENSG00000272100.1	9	18	11	11	19	15	17	10	45	8	3	20	8	41	22	57
ENSG00000272102.1	9	15	17	14	10	9	12	6	5	5	11	10	4	7	28	19
ENSG00000272103.1	4	2	8	2	5	3	3	12	3	0	0	1	0	4	6	3
ENSG00000272104.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000272106.1	134	760	194	359	130	172	643	1017	185	267	219	125	186	134	205	157
ENSG00000272108.1	14	19	23	7	28	3	27	8	36	2	31	11	14	11	58	20
ENSG00000272109.1	8	2	4	0	4	7	3	5	8	2	0	1	3	8	11	3
ENSG00000272112.1	64	21	105	29	44	17	96	50	38	29	13	11	48	31	23	24
ENSG00000272113.2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272115.1	23	44	15	78	114	60	72	23	49	42	25	15	32	18	21	147
ENSG00000272121.1	0	17	2	4	2	0	1	0	0	14	1	0	22	0	0	0
ENSG00000272123.1	0	9	22	8	24	17	37	41	16	2	10	12	16	35	17	16
ENSG00000272128.1	7	58	59	6	5	10	6	22	11	15	10	9	3	12	16	14
ENSG00000272129.1	22	82	167	22	63	52	63	68	123	104	9	79	41	54	94	65
ENSG00000272130.1	0	1	15	2	0	3	6	20	1	3	0	0	0	2	4	0
ENSG00000272134.1	0	1	0	0	1	1	1	2	2	0	1	3	0	1	3	0
ENSG00000272135.4	0	0	5	6	0	1	1	0	0	0	1	0	0	0	0	0
ENSG00000272137.1	9	2	10	5	1	19	5	6	19	7	1	6	2	26	8	7
ENSG00000272138.1	5	9	31	87	6	2	53	45	9	57	6	4	45	5	3	34
ENSG00000272139.1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
ENSG00000272140.2	58	35	47	64	97	162	81	100	87	32	40	91	44	78	51	108
ENSG00000272141.1	53	240	246	138	281	294	397	376	307	279	125	701	106	379	508	756
ENSG00000272142.1	89	131	122	298	170	130	134	182	185	175	99	58	312	92	91	143
ENSG00000272143.1	24	181	60	106	16	6	27	124	26	335	34	22	39	16	41	3
ENSG00000272144.1	47	34	74	15	81	25	48	39	75	25	10	46	33	110	46	27
ENSG00000272145.1	41	54	71	81	73	148	75	103	75	57	22	66	31	77	63	126
ENSG00000272146.4	2	6	12	9	11	12	7	10	12	9	4	2	13	8	13	6
ENSG00000272148.1	17	23	28	31	19	31	39	40	24	11	7	15	24	30	21	16
ENSG00000272150.4	70	125	93	155	112	134	91	113	90	86	42	41	46	46	79	63
ENSG00000272153.1	48	57	47	37	68	142	92	120	55	32	14	61	34	55	74	38
ENSG00000272154.3	0	0	8	1	6	1	3	1	0	0	9	0	2	3	2	2
ENSG00000272155.1	85	59	65	20	23	31	22	34	34	23	9	12	77	22	44	24
ENSG00000272156.1	22	35	72	39	59	70	60	42	42	24	12	32	53	22	34	30
ENSG00000272158.1	9	13	23	13	6	14	20	26	14	15	5	36	10	15	14	8
ENSG00000272159.1	3	6	5	1	0	2	2	3	9	2	3	3	2	7	2	0
ENSG00000272160.1	2	0	3	0	1	0	5	2	0	0	3	1	2	2	5	0
ENSG00000272161.1	1	0	10	0	3	3	4	1	7	1	1	2	0	1	3	2
ENSG00000272162.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000272163.1	0	60	41	106	5	2	1	0	0	17	0	0	0	1	1	0
ENSG00000272164.1	1	11	12	0	1	3	14	2	13	3	1	1	5	5	11	3
ENSG00000272166.1	0	0	2	0	0	2	0	0	2	0	0	0	3	0	0	0
ENSG00000272167.2	0	0	2	0	3	65	1	0	0	0	0	3	0	1	15	0
ENSG00000272168.4	220	605	571	806	124	122	225	205	578	157	218	243	1102	186	570	54
ENSG00000272170.1	4	4	4	6	3	5	19	5	9	20	4	2	7	10	11	7
ENSG00000272172.1	9	108	20	68	24	14	39	55	8	115	38	6	28	17	15	27
ENSG00000272173.1	63	113	57	49	19	47	72	235	77	73	34	23	48	39	56	59
ENSG00000272174.1	0	0	0	0	0	0	1	1	2	0	0	2	0	0	0	0
ENSG00000272175.1	7	2	5	1	3	12	11	8	10	4	7	12	1	3	8	4
ENSG00000272177.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272180.1	3	0	31	3	8	0	7	16	3	2	5	1	0	3	2	1
ENSG00000272181.1	6	13	20	3	8	2	5	6	9	5	1	10	0	22	10	9
ENSG00000272182.1	29	28	8	14	10	8	13	9	17	15	8	14	13	20	27	27
ENSG00000272183.1	4	5	64	47	4	162	31	3	50	24	9	22	16	58	46	32
ENSG00000272186.1	8	15	6	9	9	7	4	8	6	7	1	3	5	4	4	8
ENSG00000272189.1	23	73	58	33	196	117	37	56	174	83	28	26	20	115	112	105
ENSG00000272192.1	1	6	4	7	0	2	2	1	4	4	1	1	2	1	3	2
ENSG00000272195.1	28	23	46	69	9	34	15	57	40	19	23	34	17	12	25	19
ENSG00000272196.2	14	4	19	22	2	36	35	7	7	28	23	11	15	11	5	15
ENSG00000272197.2	1	2	6	4	7	10	4	10	15	2	1	16	1	4	8	8
ENSG00000272202.1	0	1	10	11	5	5	13	10	6	7	11	3	7	8	1	6
ENSG00000272203.1	0	1	0	0	1	6	6	1	2	0	0	5	1	2	1	3
ENSG00000272205.1	15	46	32	27	23	17	4	25	6	53	12	15	11	20	14	23
ENSG00000272209.1	4	39	25	18	11	20	2	11	6	3	0	6	1	6	7	22
ENSG00000272211.1	105	10	113	11	46	176	63	43	110	3	14	112	42	74	145	46
ENSG00000272215.1	0	2	3	0	0	9	0	0	5	0	1	3	2	2	5	0
ENSG00000272217.1	5	22	13	11	11	7	20	23	11	5	6	7	6	6	11	6
ENSG00000272218.1	0	0	2	0	4	1	80	15	0	11	0	2	0	7	2	0
ENSG00000272219.1	28	57	85	6	59	150	87	11	98	27	48	64	11	184	168	58
ENSG00000272221.1	224	95	118	117	105	97	157	50	110	107	40	75	226	201	291	112
ENSG00000272223.1	11	35	7	8	17	19	13	22	27	9	2	11	10	33	10	18
ENSG00000272226.1	5	8	4	4	2	7	6	2	1	5	1	6	16	3	6	0
ENSG00000272230.1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272232.2	1	0	1	0	0	6	0	0	1	0	0	2	0	0	0	1
ENSG00000272235.1	11	16	5	19	68	188	7	15	17	2	4	22	27	13	20	22
ENSG00000272236.1	3	0	7	1	1	1	6	2	6	0	0	7	0	9	1	4
ENSG00000272237.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000272239.1	0	0	1	0	0	0	2	0	16	0	0	8	1	2	4	0
ENSG00000272240.1	35	30	72	12	13	74	65	42	59	92	27	51	21	49	55	39
ENSG00000272243.4	0	6	29	1	0	2	5	0	16	0	2	4	2	5	8	0
ENSG00000272247.1	6	8	8	3	1	2	21	12	3	15	8	3	2	1	6	0
ENSG00000272248.1	0	9	12	2	4	1	2	24	4	1	3	10	2	0	3	1
ENSG00000272249.1	1	1	11	1	1	3	0	2	7	0	0	3	0	2	3	0
ENSG00000272250.1	11	33	2	13	14	16	12	9	23	22	7	9	8	21	15	3
ENSG00000272253.1	0	0	3	2	0	4	0	6	0	0	0	0	0	0	2	0
ENSG00000272254.1	1	2	3	0	0	5	5	4	12	0	2	10	3	0	1	5
ENSG00000272255.1	2	2	1	0	0	0	3	0	4	0	1	2	1	3	2	0
ENSG00000272256.1	40	18	4	4	8	1	9	6	11	9	8	5	2	17	14	17
ENSG00000272259.4	10	1	1	0	6	0	2	3	1	1	2	8	0	7	18	5
ENSG00000272262.1	0	0	6	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000272263.1	1	2	1	6	6	20	1	4	4	9	1	7	3	6	7	12
ENSG00000272264.1	23	10	34	25	27	14	63	4	4	8	21	18	6	15	66	89
ENSG00000272265.1	5	2	5	5	1	5	4	2	1	1	0	0	0	3	1	0
ENSG00000272267.2	6	14	23	8	11	14	16	2	8	28	8	7	6	10	15	9
ENSG00000272269.1	129	114	139	121	101	49	54	140	91	131	173	55	215	101	132	126
ENSG00000272273.1	12	21	20	13	14	8	51	4	36	15	11	13	27	3	48	47
ENSG00000272274.1	1	0	11	1	4	0	66	0	2	0	3	2	0	4	15	1
ENSG00000272275.1	33	12	84	45	19	30	30	6	32	64	47	37	38	35	47	36
ENSG00000272277.1	20	22	27	35	12	21	13	63	33	35	42	9	14	40	9	30
ENSG00000272279.1	32	1	9	11	10	3	14	55	0	13	4	2	7	10	9	2
ENSG00000272281.5	7	4	17	3	2	5	10	5	0	3	0	3	0	1	4	1
ENSG00000272282.1	165	35	42	6	9	13	0	11	16	52	13	6	4	35	18	6
ENSG00000272288.4	131	312	139	194	110	96	197	394	127	301	181	94	164	165	81	223
ENSG00000272293.1	25	124	61	14	8	4	25	3	57	87	16	13	25	21	24	7
ENSG00000272298.1	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0
ENSG00000272299.1	0	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0
ENSG00000272301.1	7	73	29	14	32	22	18	14	15	74	21	45	21	18	32	15
ENSG00000272304.1	0	0	11	1	1	0	8	0	0	0	0	0	0	0	0	0
ENSG00000272305.4	15	20	22	22	23	31	22	27	21	18	12	30	28	17	38	28
ENSG00000272308.1	20	75	99	19	22	17	22	29	36	37	35	5	23	22	43	30
ENSG00000272311.1	0	0	2	0	0	10	1	1	0	1	0	0	0	0	4	0
ENSG00000272312.1	1	10	12	1	1	4	3	15	4	1	1	5	3	5	1	2
ENSG00000272316.1	97	82	195	86	129	50	140	307	106	63	49	137	53	107	82	71
ENSG00000272319.1	2	10	1	7	1	2	4	11	4	4	5	4	4	1	1	14
ENSG00000272320.1	20	12	91	34	8	69	33	101	89	8	23	142	28	42	46	140
ENSG00000272321.1	7	1	5	1	2	6	0	1	47	4	1	9	1	17	4	0
ENSG00000272323.1	9	72	65	104	45	68	66	137	57	117	57	68	83	53	31	75
ENSG00000272324.4	0	0	1	0	1	1	0	6	1	2	0	1	0	2	4	0
ENSG00000272325.1	1108	2129	1745	2184	2405	1246	2848	2679	2279	1590	1533	1233	2770	1237	1291	2431
ENSG00000272328.1	1	11	38	66	96	86	47	140	61	0	82	37	3	24	21	44
ENSG00000272329.1	0	0	2	0	0	0	1	0	0	4	0	0	0	0	0	0
ENSG00000272330.1	40	34	16	11	14	18	13	15	15	28	12	8	18	33	82	13
ENSG00000272333.4	5742	4548	8882	9767	9665	17733	9291	5457	7432	4116	7011	5495	16355	6272	7459	9327
ENSG00000272334.1	15	3	10	2	3	18	1	10	3	3	0	3	0	12	11	2
ENSG00000272335.1	216	372	385	616	367	290	460	695	414	261	128	277	303	412	314	118
ENSG00000272337.1	1	2	7	1	8	5	6	4	9	1	2	16	3	8	13	9
ENSG00000272338.2	70	139	69	22	50	77	86	25	80	107	29	33	33	50	139	157
ENSG00000272341.1	149	114	224	155	145	191	151	291	178	90	193	167	198	178	155	101
ENSG00000272342.1	0	0	59	30	0	1	12	0	0	8	40	0	0	6	0	0
ENSG00000272343.1	14	49	11	20	13	32	8	23	15	20	5	1	3	32	24	7
ENSG00000272345.1	57	123	83	77	74	73	44	82	66	78	54	48	60	71	93	62
ENSG00000272347.1	1	62	103	24	24	56	8	39	15	14	19	15	13	9	19	6
ENSG00000272351.1	0	2	6	1	0	2	0	0	0	0	0	0	1	0	1	0
ENSG00000272354.1	0	9	2	1	1	3	2	3	4	4	0	0	3	6	7	2
ENSG00000272356.1	66	141	182	118	113	425	108	161	203	56	61	133	108	187	182	201
ENSG00000272359.1	2	3	14	14	2	19	17	5	14	6	2	11	5	12	7	9
ENSG00000272360.1	0	3	0	1	3	0	5	6	9	0	1	9	5	9	3	4
ENSG00000272361.2	2	13	43	8	8	7	5	16	21	8	2	6	9	36	14	21
ENSG00000272362.1	0	13	20	23	0	0	18	17	0	18	3	6	6	2	0	0
ENSG00000272366.1	0	9	2	6	1	0	2	1	0	4	4	3	0	1	0	1
ENSG00000272367.1	50	32	52	5	28	52	31	47	96	18	11	63	16	95	77	26
ENSG00000272368.2	68	88	154	29	72	91	52	149	86	36	43	85	42	64	119	91
ENSG00000272369.1	16	13	16	9	15	15	15	39	14	8	19	8	18	16	19	11
ENSG00000272370.1	18	25	22	5	17	13	13	6	26	5	6	2	4	13	19	5
ENSG00000272371.1	0	1	5	2	0	0	0	4	1	0	0	0	0	1	0	0
ENSG00000272372.1	1	0	8	4	4	2	2	10	4	1	0	13	6	0	5	0
ENSG00000272374.1	29	49	68	39	60	66	63	108	199	45	25	112	78	126	43	57
ENSG00000272375.1	3	20	18	18	3	31	16	10	35	15	7	16	9	14	33	7
ENSG00000272379.1	4	8	6	0	0	7	4	8	1	1	0	1	2	3	1	4
ENSG00000272380.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272381.1	20	38	48	8	5	2	4	5	16	10	2	8	8	16	4	0
ENSG00000272382.1	42	7	68	10	42	49	23	54	36	10	7	30	14	71	28	15
ENSG00000272383.1	0	0	2	0	0	0	0	2	5	0	1	2	1	0	5	0
ENSG00000272384.1	5	15	12	28	11	9	27	14	17	28	5	6	16	14	14	6
ENSG00000272385.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272386.1	2	7	29	8	4	4	4	7	12	3	1	8	5	6	5	6
ENSG00000272387.1	0	1	3	1	0	2	0	1	0	0	0	4	0	2	1	4
ENSG00000272389.1	1	6	23	10	5	29	8	15	25	2	6	8	7	15	19	11
ENSG00000272391.4	3700	5413	6196	8860	5686	9633	3076	6293	5355	3677	6350	4062	8106	4302	4149	5994
ENSG00000272393.1	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000272395.4	0	0	1	2	1	0	1	0	2	0	2	2	4	0	1	2
ENSG00000272396.1	0	0	9	0	0	0	2	10	3	0	0	2	0	2	1	2
ENSG00000272397.1	2	0	11	0	0	1	0	0	3	0	0	1	0	0	0	0
ENSG00000272398.4	20021	4440	67774	17499	12392	8999	30280	19354	141904	1991	22398	38898	21019	29121	19555	43305
ENSG00000272400.1	0	0	9	0	0	0	2	0	2	1	0	1	2	1	0	2
ENSG00000272402.1	27	18	44	21	21	33	22	31	28	21	17	31	26	34	41	39
ENSG00000272405.1	123	1502	292	728	2029	601	2622	1319	1011	2808	2165	88	195	860	989	1883
ENSG00000272406.1	2	3	12	4	2	4	3	4	8	0	1	2	1	6	5	0
ENSG00000272407.1	1	3	3	0	1	3	2	1	9	0	2	3	0	2	6	2
ENSG00000272410.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000272411.1	0	3	17	1	4	0	4	3	0	2	1	0	1	1	0	0
ENSG00000272412.2	0	0	3	2	2	1	0	2	4	0	0	3	0	0	5	0
ENSG00000272414.4	0	1	0	8	8	13	2	3	1	0	0	4	2	5	0	0
ENSG00000272416.1	55	49	57	8	9	26	57	7	72	18	6	11	67	21	54	12
ENSG00000272417.1	8	23	28	10	13	13	13	4	15	15	1	6	4	17	15	1
ENSG00000272419.4	370	54	503	226	343	114	218	767	256	181	60	299	550	502	315	433
ENSG00000272420.1	24	39	53	15	23	29	93	53	10	26	1	30	20	36	30	9
ENSG00000272425.1	6	43	32	71	5	36	32	41	14	79	7	8	14	5	10	4
ENSG00000272426.1	7	16	1	2	0	3	5	0	7	7	2	3	0	0	7	5
ENSG00000272428.1	0	10	4	6	1	0	0	0	1	1	0	1	1	0	6	1
ENSG00000272430.1	22	24	21	41	19	437	12	21	14	38	20	10	26	13	10	4
ENSG00000272431.1	0	2	2	1	1	3	3	1	0	0	1	5	5	0	3	0
ENSG00000272432.1	4	28	21	15	3	13	15	26	18	6	12	14	8	12	21	6
ENSG00000272434.1	12	21	23	45	13	33	4	14	12	20	11	11	7	11	30	47
ENSG00000272435.1	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0
ENSG00000272436.1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272438.1	5	3	1	3	3	13	3	11	1	4	0	2	1	4	1	2
ENSG00000272439.1	5	0	6	0	4	3	4	4	3	1	1	3	2	5	3	1
ENSG00000272440.1	45	137	62	9	18	36	72	50	69	60	16	31	28	52	45	39
ENSG00000272442.2	17	22	25	9	14	26	14	32	20	21	12	15	10	18	23	31
ENSG00000272443.1	1	2	5	1	7	1	12	3	2	5	1	9	0	3	4	3
ENSG00000272444.1	16	15	8	15	14	3	41	50	12	43	6	8	11	14	16	10
ENSG00000272445.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000272446.4	14	0	19	1	3	1	2	4	2	2	3	3	0	3	1	0
ENSG00000272447.1	119	152	154	205	64	91	152	113	132	129	108	67	110	91	80	111
ENSG00000272449.1	82	61	43	176	50	20	57	30	35	34	67	69	50	102	44	178
ENSG00000272455.1	57	316	149	135	99	275	269	213	177	97	38	117	108	85	108	59
ENSG00000272456.1	5	5	9	0	2	5	0	2	1	0	2	0	0	1	8	0
ENSG00000272457.1	0	1	3	3	0	0	4	5	1	2	3	0	5	0	0	0
ENSG00000272459.1	15	35	16	13	6	8	12	35	30	5	2	4	7	39	9	13
ENSG00000272461.1	0	0	10	0	0	45	2	0	1	0	0	0	0	0	5	0
ENSG00000272462.2	50	92	129	227	480	128	234	294	213	135	198	226	205	88	162	10
ENSG00000272463.1	104	48	117	66	140	14	94	129	151	70	21	88	48	95	71	17
ENSG00000272465.1	2	4	17	4	6	3	2	5	13	8	31	3	3	10	6	5
ENSG00000272468.1	21	17	19	10	17	309	159	16	33	28	27	73	49	114	14	54
ENSG00000272469.2	0	0	10	0	1	10	0	2	1	0	0	1	2	2	5	2
ENSG00000272472.1	0	5	4	0	3	5	4	1	3	3	0	1	0	13	6	0
ENSG00000272473.1	8	8	7	19	9	32	12	9	9	7	1	8	2	17	7	5
ENSG00000272476.1	34	51	79	37	41	53	60	48	115	31	46	35	78	72	56	42
ENSG00000272477.1	0	0	0	0	1	8	0	0	1	0	0	2	2	0	3	0
ENSG00000272479.1	0	5	17	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000272480.1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000272482.1	13	3	50	54	12	29	54	159	28	25	12	68	20	13	16	2
ENSG00000272483.1	4	0	4	0	6	4	0	0	5	0	1	3	7	8	4	2
ENSG00000272485.1	2	0	12	1	1	2	1	8	2	1	1	2	1	5	1	0
ENSG00000272486.1	25	67	84	75	59	69	162	62	22	45	25	42	92	58	74	38
ENSG00000272489.1	3	3	25	2	10	3	14	13	7	2	2	13	8	11	3	4
ENSG00000272491.1	2	5	10	6	16	58	3	6	26	0	1	37	1	12	12	29
ENSG00000272494.1	0	5	3	0	2	1	0	1	0	1	0	1	0	0	0	1
ENSG00000272498.1	61	29	42	7	28	63	6	20	31	15	12	26	14	40	22	25
ENSG00000272501.1	164	93	124	105	89	86	127	97	110	75	66	78	82	93	67	106
ENSG00000272502.1	45	47	14	38	289	279	9	11	15	15	23	70	3	48	19	21
ENSG00000272505.1	47	37	64	13	121	149	25	21	456	33	11	195	17	71	114	39
ENSG00000272506.1	1	4	20	4	11	28	2	62	12	6	2	14	0	13	32	9
ENSG00000272507.1	2	5	9	2	3	9	6	12	7	6	1	4	2	7	13	11
ENSG00000272508.1	3	5	10	8	1	6	13	6	1	2	2	3	4	5	0	1
ENSG00000272509.1	7	13	8	3	10	13	7	18	9	11	7	10	3	10	21	15
ENSG00000272510.1	9	6	12	0	17	15	8	7	18	5	2	23	9	6	15	27
ENSG00000272511.1	41	12	60	30	22	5	6	95	65	13	6	57	22	117	133	4
ENSG00000272512.1	112	62	158	237	82	231	1031	197	276	118	36	85	71	46	52	35
ENSG00000272514.4	0	3	53	8	10	3	6	5	6	0	1	1	3	4	4	3
ENSG00000272515.1	0	0	43	1	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000272516.1	1	4	4	0	2	7	0	2	1	3	0	7	0	1	7	0
ENSG00000272518.1	21	69	74	50	28	45	122	41	62	156	49	33	66	38	42	32
ENSG00000272519.1	0	0	1	0	1	0	0	3	1	0	0	1	0	0	1	2
ENSG00000272523.1	61	92	49	32	39	28	46	112	45	60	85	29	21	58	56	21
ENSG00000272524.1	2	14	16	27	8	20	5	1	9	14	4	0	6	7	1	5
ENSG00000272525.1	17	51	50	28	12	3	41	32	15	59	25	8	11	26	11	13
ENSG00000272529.1	92	17	60	5	28	44	6	16	19	19	5	28	10	56	39	48
ENSG00000272533.1	11	1	3	6	7	11	10	6	8	8	4	8	7	14	18	3
ENSG00000272536.2	0	0	4	1	1	6	1	1	9	0	0	2	1	4	4	7
ENSG00000272537.1	0	7	6	9	1	2	5	1	4	0	2	1	26	1	0	2
ENSG00000272540.1	9	48	30	37	48	17	45	19	33	27	12	34	37	32	42	26
ENSG00000272541.1	2	9	4	0	1	0	2	7	2	8	0	4	2	0	1	0
ENSG00000272542.1	1	0	4	3	5	1	0	1	0	0	0	6	0	11	3	2
ENSG00000272543.1	0	3	1	2	1	0	0	5	0	1	3	0	1	0	0	0
ENSG00000272545.1	2	0	3	0	0	1	1	0	1	0	0	1	4	1	0	0
ENSG00000272546.1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272549.1	5	2	46	1	8	36	2	6	5	0	18	1	1	12	120	0
ENSG00000272551.1	4	8	8	8	3	2	7	4	3	0	2	0	6	3	1	0
ENSG00000272554.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272555.1	2	0	1	6	1	24	0	1	12	2	1	4	3	7	5	3
ENSG00000272556.1	117	255	116	86	112	73	108	327	123	176	38	93	81	232	75	91
ENSG00000272559.1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272562.1	10	30	22	38	6	34	7	53	15	14	13	13	7	6	11	17
ENSG00000272563.1	1	6	31	18	4	28	29	10	12	10	2	6	11	12	0	2
ENSG00000272564.1	5	6	13	1	1	6	9	5	5	3	3	4	10	1	1	2
ENSG00000272566.1	0	495	51	0	0	2	1	0	1	2	0	2	3	0	0	1
ENSG00000272567.1	22	56	34	7	6	7	17	17	19	6	10	6	13	13	70	13
ENSG00000272568.4	10	13	126	2	20	306	15	207	399	1	15	43	1	58	4	272
ENSG00000272569.1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000272572.1	32	64	28	36	16	9	51	40	23	43	15	12	18	29	13	31
ENSG00000272573.4	5	0	3	1	4	2	4	2	6	1	0	1	1	13	1	4
ENSG00000272574.1	9	63	22	13	40	36	75	9	64	16	17	91	30	72	102	62
ENSG00000272575.4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272576.1	10	18	31	6	9	1	6	12	10	7	5	10	2	9	18	5
ENSG00000272578.4	142	135	132	153	191	416	253	291	315	78	110	267	127	226	221	195
ENSG00000272579.1	359	697	731	643	311	443	661	631	616	572	168	284	590	494	561	328
ENSG00000272583.1	20	37	9	3	4	2	7	1	2	21	0	18	3	4	4	18
ENSG00000272588.1	39	21	73	15	122	44	25	62	58	11	5	36	6	60	46	36
ENSG00000272589.1	8	5	6	10	3	6	8	2	5	8	1	5	7	10	1	25
ENSG00000272592.1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0
ENSG00000272595.1	12	0	9	0	2	1	1	1	4	0	1	6	0	0	1	16
ENSG00000272597.1	0	1	29	7	1	0	2	14	9	0	0	4	2	2	0	0
ENSG00000272599.2	53	62	98	75	52	219	46	57	212	86	98	116	53	148	104	198
ENSG00000272602.4	292	222	649	253	414	397	334	606	577	397	553	325	323	107	182	25
ENSG00000272604.1	47	174	183	113	87	238	125	114	186	77	56	104	97	68	109	82
ENSG00000272606.1	30	29	28	29	12	35	24	18	63	29	32	37	20	26	24	20
ENSG00000272609.1	5	17	8	30	1	2	18	16	105	5	5	22	6	15	12	35
ENSG00000272610.1	9	6	28	10	12	47	23	11	63	16	7	77	21	12	28	41
ENSG00000272619.1	0	2	0	1	1	1	6	0	0	3	1	2	0	0	1	0
ENSG00000272620.1	67	12	2675	14	2088	1058	779	30	6022	25	66	449	251	8315	58	18390
ENSG00000272622.1	4	6	16	20	74	54	17	64	13	24	0	18	27	4	7	2
ENSG00000272625.1	47	3	15	1	16	17	2	8	122	5	10	28	10	33	69	22
ENSG00000272626.1	0	2	14	0	0	42	0	0	19	3	6	7	3	0	0	0
ENSG00000272627.1	4	13	14	2	2	14	10	1	24	6	0	21	7	26	13	26
ENSG00000272630.1	49	94	155	54	72	70	71	63	98	36	13	76	81	100	60	95
ENSG00000272631.1	81	78	185	234	84	172	81	135	273	136	72	102	66	139	94	194
ENSG00000272632.1	0	4	5	3	10	1	0	1	1	2	1	8	1	1	7	3
ENSG00000272634.1	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000272635.1	0	0	3	0	0	0	0	0	4	1	0	0	0	0	0	0
ENSG00000272636.3	2221	667	14193	701	8054	639	3501	1646	2512	320	384	1870	5886	3619	6854	23249
ENSG00000272642.1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272644.1	40	156	53	47	138	118	107	28	73	62	27	53	47	63	92	181
